Index,Date,Job Title,Location,Description,Seniority,Azure,Excel,Git,Google Sheets,Power Bi,Python,R,Sas,NoSQL,SQL,Tableau
332,2023-07-28,Research and Data Analyst.,CO,"Department Information




This position is open to current Colorado residents only.




Please note: This recruitment may be used to fill multiple vacancies.




Most State of Colorado employees are eligible for a great benefit package! Please see the Supplemental Information section below for details!




Work Unit




The Division of Economic and Workforce Support (DEWS) is responsible for ongoing implementation of an array of Adult Financial Assistance Programs (Old Age Pension, State Burial Assistance, Aid to the Needy Disabled, Home Care Allowance, and Colorado Supplement), the Colorado Works Program, Colorado Refugee Services Program, Employment First and other workforce development services. Adult Financial Assistance programs provide a safety net for elderly and disabled indigent adults. Colorado Works is the State's Temporary Assistance for Needy Families (TANF) Program; it is designed to assist participants to terminate their dependence on government benefits by promoting job preparation, work and marriage and to develop strategies and policies that focus on ensuring that participants are in work activities as soon as possible. The Colorado Works program, in its design, also promotes investment into capacity building and prevention work to strengthen families, provides for positive youth development and healthy relationships. The Supplemental Nutrition Assistance Program (SNAP, formerly known as food stamps) provides federal resources to states for the implementation of employment and training programs that help SNAP recipients gain or improve in employment, in order to reduce dependency on SNAP, known as the SNAP E&T program. Colorado Refugee Services Program (CRSP) ensures the resettlement of refugees in Colorado and promotes their advancement toward self-sufficiency and long-term integration into U.S. culture. CRSP serves all ORR-eligible populations—refugees, asylees, Special Immigrant Visa holders, victims of severe trafficking, Cuban/Haitian parolees, unaccompanied refugee minors, and certain Ameriasians. CRSP contracts with community-based agencies to deliver holistic services, including employment, education, health, and case management programming.




The programs operate in all counties in Colorado and are administered locally by the county departments of human/social services. The Division supervises county departments of human/social services in the administration of these programs and is responsible for assuring that all counties comply with the terms of their county policies and all federal and State statutes and regulations. Division staff write state-level policies and rules; train county staff on policies, procedures, and effective case management skills; provide technical assistance to counties on automated systems issues; work with the General Assembly on legislative and fiscal initiatives affecting programs operation; report to the federal government federal programs; monitor county performance; and allocate funds to the counties for their use in implementing the program. The Division is the primary link between the county departments of human/social services and the federal government on issues regarding welfare reform and disabled individuals receiving Supplemental Security Income (SSI). The Division also works closely with other Divisions and Offices within the Department, other State agencies, the General Assembly, the Governor's Office and client advocacy organizations in the implementation of welfare reform




Opt in below to receive text message updates on CDHS recruiting events!




CDHSCareers




Description of Job




This position has hybrid work arrangements. Effective September, 2023 employees are expected to report to the office at least 2 days a week.




These arrangements are subject to change.




This position makes decisions and has staff authority to independently design, interpret, and build data reporting and analytical applications relating to the Colorado Benefits Management System (CBMS). These decisions have an impact on the operations of the Division’s programs.




The position provides data essential for analysis of performance trends in order to determine areas needing improvement and how to drive strategies at the county, Division, and program levels. This position develops reports and internal quality assurance processes to support program staff in making decisions.




The position also develops reports and responses to information requests from federal, State and agencies, including the State Auditor, General Assembly and the Administration for Children and Families.




In order to support high-level data requests, this position has an expertise in extracting data, cleaning data, and preparing data for use by a wide variety of stakeholders.




This position also collaborates with other research and data staff within the Division to ensure research, data management, reporting, and system needs are met.




Minimum Qualifications




Minimum Qualifications, Substitutions, Conditions of Employment & Appeal Rights




Education And Experience




Seven (7) years of professional experience in data management, data analytics, and/or computer science or a related field.




OR




Graduation from an accredited college or university with a bachelor's degree in research methodology, analytics, computer science, social science, evaluation or a closely related field AND Three (3) years of professional experience in data management, data analytics, and/or computer science or a related field.




Substitutions




Additional appropriate education will substitute for the required experience on a year-for-year basis.




Preferred Qualifications




CBMS experience
Ability to automate reports and processes
Experience in SQL
Experience in R
Experience in Excel
Experience in programming and database design
Experience building rapport with a diverse audience and establishing stakeholder engagement.
Demonstrated ability to solve problems independently.
Strong communication skills, both in verbal and written form.




Conditions of Employment




Standard background check
This position requires statewide travel to counties, as needed.
Former State employees who were disciplinarily terminated or resigned in lieu of termination must (1) disclose that information on the application (2) provide an explanation why the prior termination or resignation should not disqualify the applicant from the current position, (3) provide the employee number from the applicant’s prior State employment. Absent extraordinary circumstances, prior disciplinary termination or resignation in lieu of termination and failure to provide this information will disqualify the applicant from future State employment with CDHS.




Appeal Rights




If you receive notice that you have been eliminated from consideration for this position, you may file an appeal with the State Personnel Board or request a review by the State Personnel Director.




An appeal or review must be submitted on the official appeal form, signed by you or your representative. This form must be delivered to the State Personnel Board by email (dpa_state.personnelboard@state.co.us), postmarked in US Mail or hand delivered (1525 Sherman Street, 4th Floor, Denver CO 80203), or faxed (303.866.5038) within ten (10) calendar days from your receipt of notice or acknowledgement of the department’s action.




For more information about the appeals process, the official appeal form, and how to deliver it to the State Personnel Board; go to spb.colorado.gov; contact the State Personnel Board for assistance at (303) 866-3300; or refer to 4 Colorado Code of Regulations (CCR) 801-1, State Personnel Board Rules and Personnel Director's Administrative Procedures, Chapter 8, Resolution of Appeals and Disputes, at spb.colorado.gov under Rules.",Not Applicable,0,1,0,0,0,0,1,0,0,1,0
333,2023-07-12,Customer Data Analyst,IL,"We are seeking a detail-oriented and analytical Customer Data Analyst to support our customer service team by collecting, analyzing, and interpreting customer data. The successful candidate will play a vital role in optimizing customer service operations and enhancing the overall customer experience. The Customer Service Data Specialist will collaborate with various departments to ensure accurate and timely data collection and analysis, and provide actionable insights to improve customer satisfaction and drive business growth. This is a Direct Hire opportunity located in Chicago, IL.

Responsibilities:

Collect, compile, and analyze customer data from various sources, such as customer interactions, surveys, and feedback, to identify trends, patterns, and areas for improvement.
Perform data entry and ensure the accuracy and completeness of customer information in the company's database or CRM system.
Conduct data quality checks regularly to identify and resolve any discrepancies or errors in customer data.
Develop and maintain reports, dashboards, and visualizations to present key customer service metrics and insights to relevant stakeholders.
Collaborate with the customer service team to identify data-driven opportunities for improving response times, service quality, and customer satisfaction.
Monitor customer service performance metrics and provide regular reports and recommendations for process enhancements and efficiency improvements.
Assist in the design and implementation of customer satisfaction surveys, analyzing survey results, and preparing actionable recommendations based on the findings.
Collaborate with cross-functional teams, such as marketing and product development, to share customer insights and contribute to the development of customer-centric strategies.
Stay up-to-date with industry trends, best practices, and emerging technologies in customer service and data analysis.
Ensure compliance with data protection and privacy regulations while handling customer data.


Qualifications:

Bachelor's degree in a relevant field, such as business administration, data analytics, or a related discipline.
Proven experience in data analysis, preferably in a customer service or customer-centric role.
Proficient in using data analysis tools and software, such as Microsoft Excel, SQL, or data visualization platforms (e.g., Tableau, Power BI).
Working knowledge of any ERP system is a plus
Strong analytical skills with the ability to collect, organize, analyze, and interpret large sets of data.
Familiarity with customer service metrics and KPIs, such as response time, first contact resolution, customer satisfaction scores, and net promoter score.
Excellent attention to detail and a high level of accuracy in data entry and analysis.
Strong problem-solving skills and the ability to identify patterns and trends from complex datasets.
Effective communication skills, both verbal and written, with the ability to present data and insights in a clear and concise manner.
Ability to work independently as well as collaboratively in a team environment.
Strong organizational and time management skills, with the ability to prioritize tasks and meet deadlines.
Knowledge of CRM systems and experience in handling customer data is a plus.


Job Details:

Direct Hire
Monday-Friday, first shift
Pay $55-65k depending on experience


If you are interested and qualified, please apply and submit your resume!

Benefit offerings include medical, dental, vision, life insurance, short-term disability, additional voluntary benefits, EAP program, commuter benefits, and 401K plan. Our program provides employees the flexibility to choose the type of coverage that meets their individual needs. Available paid leave may include Paid Sick Leave, where required by law; any other paid leave required by Federal, State, or local law; and Holiday pay upon meeting eligibility criteria.

Equal Opportunity Employer/Veterans/Disabled

To read our Candidate Privacy Information Statement, which explains how we will use your information, please navigate to https://www.lhh.com/us/en/candidate-privacy

The Company will consider qualified applicants with arrest and conviction records",Entry level,0,1,0,0,1,0,0,0,0,1,1
334,2023-07-12,Business Intelligence Data Analyst,AZ,"PURPOSE




The Data Analyst is responsible for developing reports, metrics, and analytics to gather and present data from various enterprise systems. The position will also work to ensure that data is accurate and complete.




Essential Duties And Responsibilities




Employee shall perform all duties and responsibilities with Sunland's Core Values at the forefront.
Must be an advocate of safety and follow safety policies and procedures.
Design and create reports for internal departments.
Maintain data integrity to ensure data is accurate and complete.
Work with users and managers to identify missing or incorrect data and how to correct the data going forward.
Work with users to understand and document data and interface requirements.
Work as part of a reporting team to field various reporting needs.
Learn and work with new reporting systems to fit business needs.
Perform quality assurance on new reports and changes to reports.
Update existing reports.
To produce Ad-hoc reports when requested.
Troubleshoot and debug applications.
Test and maintain data software products to ensure strong functionality and optimization.
Clearly and regularly communicate with management and technical support colleagues.
Protects organization's value by keeping information confidential.
Any, and all other duties assigned. Please note this job description is not designed to cover or contain a comprehensive listing of activities, duties or responsibilities that are required of the employee for this job. Duties, responsibilities, and activities may change at any time with or without notice.




Competencies




Collaboration Skills, Communication Proficiency and Customer/Client Focus.
Leadership, Decision Making and Ethical Conduct.
Problem Solving and Thoroughness.
Project Management and Time Management.
Data and Programming Logic.
Strong knowledge of Excel.
Must be a strong critical thinker.
Great attention to detail.




SAFETY




This is considered a non-safety-sensitive position but is subject to the company's drug and alcohol policy, as well as all OHSA regulations.
All employees must wear the appropriate personal protective equipment (PPE) when required.
Serves as a safety ambassador by complying with federal, state, and local laws, as well as Company safety policy, enforces safe work practices, and proactively identifies and remedies worksite hazards.




Physical Demands and Work Environment




This position operates in a professional office environment, and routinely uses standard office equipment; repetitive standing, walking, and sitting is required; frequent use of hands and fingers to handle or feel objects, tools or controls; reach with hands and arms and climb stairs; occasionally lift or move office products and supplies up to 20 pounds; stamina to maintain attention to detail despite interruptions; vision to read printed materials and a computer screen and hearing and speech to communicate in person and over the telephone.
May be required to work on a project site and if so, would be exposed to all weather, including extreme hot and cold temperatures.
Employee may be exposed to various chemicals, vapors, pollutants, virus or other air-borne pathogens, gases, uneven surfaces, loud noises, moving vehicles or machines and dust/debris.




Position Type/Expected Hours of Work




This is a full-time position. Occasional evening and weekend work may be required as job duties demand.




Travel




Travel is primarily local during the business day, although some out-of-town and overnight travel may be required.




Minimum Qualifications




Education and Work Experience




Bachelor's degree in Computer Science or related field, and/or equivalent work experience and/or training; or equivalent combination of education and experience required.
Experience with PowerBI.
Knowledge of SQL and Query Design.
Must be fluent in English, i.e., must be able to speak, read and write English.




CERTIFICATIONS, LICENSES & REGISTRATIONS




A valid driver's license and a clean motor-vehicle record preferred.
Passing a pre-employment drug and alcohol screening and background check is required.




AAP/EEO STATEMENT




Sunland Asphalt is an equal employment opportunity employer and, as such, we consider individuals for employment according to their abilities and performance. Employment decisions are made without regard to age, race, religion, sex, national origin, physical or mental disability, genetic information or any other classification protected by law. All employment requirements mandated by state and federal regulations will be met. Discriminatory or harassing conduct in the workplace, whether committed by management or non-management employees or outside person (vendors, customer, etc.) is prohibited.




Job Posted by ApplicantPro",Mid-Senior level,0,1,0,0,1,0,0,0,0,1,0
335,2023-07-26,Data Analyst,NY,"Job Description




Job Title: Data Analyst




Job Function: The collecting of data and analyzing data to identify patterns, trends, insights and solutions.




Job Type: Full Time Contract




Location: Remote




About RCM




RCM Life Sciences & IT is a leading provider of IT Business Solutions and Engineering Services to over 1,000 clients in the commercial and government sectors. RCM partners with clients to define implement and manage a broad range of technologies across multiple platforms, systems, and networks. Our broad geographic presence ensures that a proven and reliable tactical and strategic capability is available and deployable virtually everywhere in North America




Scope Of Job




RCM is seeking a Data Analyst for our Biotechnology Client. The Data Analyst will be responsible for analyzing data using statistical techniques, implementing, and maintaining databases, gathering data from primary and secondary sources, identifying, analyzing, and interpreting trends from the data.




Primary Responsibilities




Provide integration support for multiple projects.
aRMM – functional area -safety.
AE-PC- while functional area is safety, the processes relate to tracking the completion of training.
The outcome will be to transfer data from one application to a data lake environment.
Convert the data and understand how data from one system relates to another and what the map will look like.




Qualifications




5+ Years Data Analyst experience required.
Technical experience rather than functional experience to translate functional requirement into data requirement and data transformation logic.
Understand how data integration works.
Understand data mapping.
Understand data migration.
Knowledge of GxP is ideal, but not critical.
Good communications to interact directly with stakeholders.
Ability to identify, define and propose the quality framework based on daily challenges.
Excellent communication and technical writing skills required.
Data Mapping Experience.
Proven Track Record as a Data Analyst.




Education & Certifications




Bachelor's Degree (BS/BA) from an accredited college or university.
Equal Opportunity Statement




RCM is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.




Disclaimer




This job description is intended to describe the general nature and the level of the work being performed by the people assigned to this position. It is not intended to include every job duty and responsibility specific to the position. RCM reserves the right to amend and change responsibilities to meet business and organizational needs, as necessary.




#Monster",Entry level,0,0,0,0,0,0,0,0,0,0,0
336,2023-07-24,Business Data Analyst,FL,"Momentum takes pride in establishing a team of highly skilled professionals to deliver IT consulting services to our Fortune 500 clients. We provide successful technology solutions and solve critical business challenges to meet our client’s needs. Our alliances with industry-leading technology organizations have been instrumental to our success and allow us to offer robust solutions that are highly scalable and supportable using the best technologies available.



 



We are seeking to hire a seasoned Business Data Analyst to join our team. The Business Data analyst will perform routine business analysis such as elicitation of requirements and creating business/technical documentation, as well as data analysis, data mining, and report development. You will be responsible for working with business, power users, and technical teams to help onboard more data and users on the Snowflake Analytics Platform.



 



About the job:



Act as a bridge between the technology domain and the business domain of an organization
Researches best practices and supports developing the solutions and recommendations for the current business operations.
analyze the business, document the organizational processes, evaluate the business models, and suggest new technological changes
Work with the internal team to identify analytical and business requirements
Provide data analysis and interpretation
Produce ad hoc data and reports

 



About You:



Bachelor’s Degree in Business Administration, Computer Science or related field
More than 5 years of experience as a Business Analyst
Strong background with data analysis (prior experience as a Data Analyst preferred)
Strong SQL and experience with data mapping, validation, cleaning, and manipulation
Experience with the elicitation of requirements and utilizing the requirements to create business documentation (BRD’s/ FRD’s)
Experience with BI reporting tools such as Tableau (preferred) and PowerBI
Prior experience with Informatica IDQ (preferred)
Excellent Interpersonal and consultative skills
Analytical thinking and problem solving
Knowledge of the business and technology structure

 



About us:



Recently honored for the eleventh consecutive year as one of the “Top 10 Best Places to Work” by the South Florida Business Journal. We offer a great working environment and provide our team members with the opportunity to enhance and expand their professional development. Come join our team and take part in our excellent compensation package that includes a competitive salary, health benefits, and a 401K plan. We look forward to hearing from you!



 



Momentum Consulting offers a great working environment and provide our team members with the opportunity to enhance and expand their professional development. Come join our team and take part in our excellent compensation package that includes competitive salary, health benefits, and a 401K plan. We look forward to hearing from you!



 



Momentum Consulting Corp. is an Equal Opportunity Employer.

",Mid-Senior level,0,0,0,0,1,0,0,0,0,1,1
337,2023-07-27,Data Analyst,MO,"Please note that this job is HYBRID. You will be required to work in the office in Riverside, MO 4 days per week. You may work the remaining one day per week from home if you choose.

Lee Hecht Harrison Recruitment Solutions (LHH) is partnering with a leading manufacturing company to fill their open Data Analyst job in Riverside, MO. To qualify, you must possess at least two years of recent, relevant experience in a similar role. This is a TEMP-TO-HIRE job opportunity where you will earn between $35.00 and $40.00 per hour, depending on your level of previous experience. During the temporary period, you will be able to sign up for LHH's benefits programs (details below). When you are a permanent employee of this company, you will be eligible for their benefits package.

Responsibilities:

Data mining multiple sources to identify marketpricing and develop best pricing strategies for customers-Updating the website and pricing index
Working with vendors to operationalize pricing methodologies
Collaborating with other teams to formulate better Standard Operating Procedures
Make models to estimate outcomes and calculate potential ramifications of various actions
Completing RFP and contract requests


Qualifications:

Excellent attention to detail
Excellent analytical skills
Bachelor's Degree or higher in a related field preferred
At least two years of recent, relevant experience in a similar role
Experience with PowerBi, Excel, and AS400 strongly preferred


Schedule:

Monday - Friday, 8:00 AM - 5:00 PM
Hybrid: you may work 1 day per week from home


Compensation:

Hourly rate between $35.00 and $40.00, depending on your level of previous experience
Lee Hecht Harrison benefit offerings include medical, dental, vision, term life insurance, short-term disability insurance, additional voluntary benefits, commuter benefits and 401K plan. Our program provides employees the flexibility to choose the type of coverage that meets their individual needs. Available paid leave may include Paid Sick Leave, where required by law; any other paid leave required by Federal, State or local law; and Holiday pay upon meeting eligibility criteria.


If you think your skillset makes you the best candidate for this Data Analyst job in Riverside, MO, then apply NOW! Apply here or e-mail your résumé in Microsoft Word format to justin.pagador@lhh.com for immediate consideration.

Equal Opportunity Employer/Veterans/Disabled

To read our Candidate Privacy Information Statement, which explains how we will use your information, please navigate to https://www.lhh.com/us/en/candidate-privacy

The Company will consider qualified applicants with arrest and conviction records",Entry level,0,1,0,0,1,0,0,0,0,0,0
338,2023-07-28,Product Data Analyst,IN,"OUR ORIGIN STORY 🎂




In 2011 SkySlope started as an idea born at the kitchen table of our CEO, with just him and two others. Headquartered in Sacramento, California, we have since grown out of our previous 3 offices and many of our close to 180 employees are spread all across the United States. Those 180 employees support close to 300,000 users across 5,000 offices nationwide and now in Canada as well. Included in that is 8 out of the 15 largest Real Estate Brokerages in the nation.




But, despite being happy with what we’ve achieved we know that as industry leaders in our space there’s a lot of work left to be done. All of the growth and success that has happened is a result of us obsessing over building cutting edge software that makes the Real Estate world a better place. We know this only happens by hiring people who don’t just come up with out of the box ideas but hiring people who actually see those ideas through and bring them to life. As we’ve grown, we’ve been fortunate enough to hire plenty of people who possess that quality and realize it’s equally important to hire people who can pair that skill with empathy, collaboration, and a keen sense of urgency. If you’re looking to join a company where you can have real impact and surround yourself with an incredible team of people then look no further.




SKYSLOPE’S CORE VALUES 💪🏻




These are the principles that helped us get to where we are and they are the principles that will guide us to where we want to go in the future. You can apply them to your professional life, your personal life, to any business and any situation. In no specific hierarchy, our core values are:




Awareness | Execution | Obsession | Ownership | Humility | Radical Candor | Urgency | Greatness | Inches




Learn more about our core values from our CEO, Tyler Smith here!




About the role:




As a Data Analyst within the Product and Data teams at SkySlope, you will be a part of a growing analytics and product operations organization leading the analysis and growth of our core and emerging software products. The insights and recommendations derived by this role will be used to guide and validate major product and marketing efforts for our industry leading real estate software platform. In addition, you will deliver insights into customer behavior that will lead to further development or pivots into new areas of expansion. While spearheading the above efforts, this role will be involved in recommending new infrastructure and design elements to improve our analytics and forecasting models in the future and continue growing our capabilities as a data driven organization.




As a part of this role you will work within three main business functions:




The product data & analytics team - responsible for the quality, reliability and updated business metrics for the organization. This part of the role will include (but is not limited to) getting executive and product data requests answered, supplying customer analytics to the Customer Success organization as well as working with database engineers to simplify and streamline regular reports that already exist. You will also be working on validating data regularly to ensure accuracy and quality is maintained.




Marketing & Growth - responsible for new user acquisition, user adoption and existing user monetization for existing and new products.




The product operations team - responsible for market validation, trends and analytics for product decision making. This part of the role will include collaborating and supporting product managers and leadership in identifying customer adoption gaps, growth opportunities as well as analyzing the results of recent product releases on our product usage and monetization.




Responsibilities




Act as the subject matter expert in the data pipeline and analytics reports which are shared internally and externally, including making recommendations and understanding the needs of the incoming data and analytics requests
Marketing Funnel analysis
Business Intelligence (BI) Dashboard development using Tableau
Answering simple and complex data and analytics requests from product, marketing and customer success team members
Track and manage data and analytics improvement projects
Provide high quality and reliable analysis of business operations, marketing and product behavior which will be used for strategic decision making, daily reporting and measuring product and marketing objective success
Deliver succinct and valuable performance reports on new product releases and marketing efforts, guiding the team toward efforts that succeed and iterating on those that do not
Manage integrations with multiple data, analytics and reporting systems for the purposes of delivering high quality reporting and insights to marketing and product teams
Conduct regular analysis and suggest new ways in which the team can use existing or new data to grow our market share, help users adopt our existing products and monetize our existing products.


Qualifications




Bachelor's Degree in Marketing, Statistics, Economics, Information Systems/Technology Information Management, a STEM field of study or equivalent practical experience
3 years of experience in manipulating data sets and conducting data analytics using SQL, BI tools (ex. Tableau, Good Data, Google Data Studio, Looker, PowerBI, etc…)
2 years of experience managing stakeholders and interacting with a team using agile methodologies (Kanban, SCRUM, etc..) and have the ability to plan and execute data improvement and analytics projects
2 years of experience presenting findings to management and marketing leadership using PowerPoint/Google Slides
Experience with marketing, sales and product analytics data sources such as Google Analytics, Hubspot, Salesforce Sales Cloud, Heap or equivalent technologies
Experience with Business Intelligence tools such as Tableau, Data Studio, Looker or others is critical for this role





Preferred Qualifications:




Expertise in building Business data visualizations for product management and senior leadership
Experience analyzing multi-channel attribution models
Experience setting up website and app analytics, events and integrating business data systems
Experience with managing or procuring new vendors based on new data needs (with support from management)Experience working with multiple functions/domains and managing end to end projects
Experience with ROI calculations and presentation to executive leadership


Perks & PTO 🌴




$1000 referral bonuses
15 PTO days per year
16 paid holidays per year (5 floating to be used at any time)
Paid day off on your birthday
5 Days Paid Bereavement Leave
6 Weeks Paid Parental Leave





Insurance Offerings 👩‍⚕️




Medical, Dental and Vision Insurance
Short and Long Term Disability Insurance
Company paid Life Insurance
Flexible Spending Account (FSA)
Health Spending Account (HSA)





Retirement and Investment 💸




401k + match
Employee Stock Purchase Plan opportunities





We sincerely thank you for taking the time to review our open positions and hope you'll take the time to submit a concise and thoughtful application.




Still thinking about applying? Waiting to hear back from us? Check out our social media in the meantime!




SkySlope | Facebook | Instagram | YouTube | LinkedIn | Twitter




Your privacy is important to us. Learn more about what data is collected and how we use it here.",Not Applicable,0,0,0,0,1,0,0,0,0,1,1
339,2023-07-22,ENTRY LEVEL DATA ANALYST/DATA SCIENTIST,MA,"SynergisticIT is committed to fast track your career by increasing your career prospects. We provide a broad spectrum of career advancement solutions.




Whether you are struggling to find a job or hustling to get noticed by the hiring managers, we can help you stand out in your professional endeavors.




Trusted by thousands of tech enthusiasts, SynergisticIT can bridge your skill and knowledge gap to make you competent for high-tech jobs.




Our invaluable business acumen helps us assist thriving job seekers in achieving their career goals.




Currently, we are looking for adept entry-level Python Developers to work with our elite group of clients, namely Client, PayPal, Expedia Group, Google, Apple, Cognizant, Ford, Cisco, Walmart Labs, etc.




Required Qualifications And Background




Bachelor's degree or Master's degree in Computer Science, Electrical Engineering, Computer Engineering, Information Systems, IT, Mathematics,
Mathematics or Statistics background
Skills Required




0 to 2 years of experience in Python development
Deep understanding of the software development life cycle
Knowledge of Linear Algebra, Statistics, and Mathematics concepts
Excellent written and verbal communication skills
Technically inquisitive, self-learner, team player, and highly motivated
Strong work ethics and creative problem-solving abilities




Preferred Skills




Deep Learning
Data visualization
Scala
NLP
Django
Roles and Responsibilities




As an entry-level Python Developer, you need to perform the following duties:




Write server-side web application logic
Write scalable and effective codes in Python
Develop backend components to boost overall application's performance
Executing tests and fixing bugs in applications and software
Implement data protection and security solutions
Connect applications with third-party web services
Support frontend developers by integrating UI elements into Python applications




Benefits




Competitive salary
Flexible work schedule & part-time off
E-verified
H1B Filing
No relocation
On job technical support
Skill Enhancement
Opportunity to work with Fortune 500 Companies




Who can apply?




This job opportunity is best suited for recent IT graduates who want to make a mark in the tech industry and upskill their IT talent. Anyone with a basic knowledge of Python programming or having some experience in building Python software solutions can apply for this position.




Candidate's Outcome : https://www.synergisticit.com/candidate-outcomes/




No third-party candidates or c2c candidates.




If you are interested, please apply to the posting.




No phone calls please, Shortlisted candidates would be reached out you can reach out to me via email on asharma@synergisticit.com, only after applying to this Job Posting.",Entry level,0,0,0,0,0,1,0,0,0,0,0
340,2023-07-12,Data Analyst,LA,"Description

Robert Half is currently seeking an experienced Data Analyst for a full time, salaried opening with a client in downtown New Orleans. The analyst gathers and analyzes healthcare data from multiple sources. Including, but not limited to, SQL databases, clinical quality date and other data sources. The analyst extracts trends and business insights from data to assist the organization. In this position, the analyst will assist with presentation of the data various business units. The analyst will lead and develop a business intelligence platform for databases and applications in use. Lead and facilitate data submission for reporting requirements across the company. The analyst will conduct full lifecycle activities to include requirements analysis and design, develop, publish distribute and monitor data and reporting solutions.

DUTIES & RESPONSIBILITES

Build data models that capture wide range of healthcare operations and analyze data for executives, departments, managers, providers and other internal resources.
Analyze data to both increase healthcare quality and reduce costs while streamlining processes using technical skills
Pull and integrate data from multiple disparate sources (costs, claims, financial, population health, labs or clinical data from dental, optometry and medical applications)
Prepares the data capture tool process making necessary changes to Stored Procedures and final reports to reflect the evolving requirements dictated by stakeholders.
Troubleshoot errors that occur as a result of changing requirements and validate end results.
Design, build and automate patient matching and attribution processes using techniques ranging from simple demographic based to building unique identifiers through various variables.
Develops payer aligned outcomes data
Develops the pertinent data-centric process for PCMH certification
Develops appropriate participation of users in data collection and validation
Will need to ensure high data quality, consistency and completeness across all databases
Develop, implement and maintain processes for data cleaning, data import/export and analysis.
Performs process documentation management including coding, reporting and report execution instructions along with guide for understanding data.
Administers internal enterprise reporting system monthly, quarterly, and annual reporting needs along with calendar of activities for data.
Build visualizations and dashboard functionality for services and programs identifying business needs
Maintains and publishes to dashboard while continuously developing Business Intelligence adoption
Collaborate with management and internal teams to implement and evaluate workflow improvements
Maintain and update record keeping processes and reporting catalog
All other duties as assigned

Requirements

ETL - Extract Transform Load, Data Analysis, Ad Hoc Reporting, SQL Server Business Intelligence, Database Administration

Technology Doesn't Change the World, People Do.®

Robert Half is the world’s first and largest specialized talent solutions firm that connects highly qualified job seekers to opportunities at great companies. We offer contract, temporary and permanent placement solutions for finance and accounting, technology, marketing and creative, legal, and administrative and customer support roles.

Robert Half puts you in the best position to succeed by advocating on your behalf and promoting you to employers. We provide access to top jobs, competitive compensation and benefits, and free online training. Stay on top of every opportunity – even on the go.

All applicants applying for U.S. job openings must be legally authorized to work in the United States. Benefits are available to contract/temporary professionals, including medical, vision, dental, and life and disability insurance. Hired contract/temporary professionals are also eligible to enroll in our company 401(k) plan. Visit

© 2023 Robert Half. An Equal Opportunity Employer. M/F/Disability/Veterans. By clicking “Apply Now,” you’re agreeing to",Entry level,0,0,0,0,0,0,0,0,0,1,0
341,2023-07-20,Data Analyst III,CA,"Strong data and analytic skills, knowledge of excel, numbers and data modeling. Knowledge of or experience working on subscription businesses a plus. Reporting and presentation skills a must. Looking for a person who has a passion for data and numbers. The successful candidate will turn data into information and insights that will help support business decisions. Work closely with the Data Anlytics team and cross functionally in marketing to produce monthly & quarterly data driven markeitng reports. Interpret data, analyze results using statistical techniques and provide ongoing reports. Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality. Acquire data from primary or secondary data sources and maintain databases/data systems. Identify, analyze, and interpret trends or patterns in complex data sets. Filter and clean data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems. Work with management to prioritize business and information needs. Locate and define new process improvement opportunities.

MacOS & iOS",Entry level,0,1,0,0,0,0,0,0,0,0,0
342,2023-07-26,Data Analyst,NJ,"Job Description




#gtthcr




Data Analyst




Contract Duration 12+ months
Pay rate up to $51.25/hr




Job Description:




Data Analyst is responsible for pulling data to support the trending of product complaints and medical device reports utilizing data that resides in the complaint handling database for all product lines.
This will include detailed data reports (e.g. graphs, charts, tables) prepared for routine trending, senior management reviews, ad-hoc requests, and cross-functional requests as needed (e.g. Regulatory, Quality Engineering, R&D).
The Data Analyst will establish and maintain complex reporting formulas and templates using reporting tools such as Excel and other databases (e.g. Business Objects).




Benefits:




Medical, Vision, and Dental Insurance Plans
401k Retirement Fund




About The Company:




Our client is a globally diversified healthcare company with a central purpose of helping people live their healthiest possible lives. They offer a broad portfolio of market-leading products that align with favorable long-term healthcare trends in both developed and developing markets. Working with this company, you'll tackle a wide array of problems including some of the world's greatest healthcare challenges while experiencing myriad cultures, geographies, and technologies. They are creating the future of healthcare through life-changing technologies and products that make you healthier and stronger, quickly identify when you have a medical need, and treat conditions to help you get back to doing what you love. It serves people in more than 160 countries with leading medical devices, diagnostics, nutrition products, and branded generic medicines.
If you are looking for a great company to work for, look no further because our client has received an average of a four-star rating from its thousands of employees who have written positive reviews on Glassdoor and Indeed.",Entry level,0,1,0,0,0,0,0,0,0,0,0
